Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 1.8: Routine in the Community- Going to the Store [Video].Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-8/,"CONNECT Video 1.8: Routine in the Community - Going to the Store: Luke demonstrates how he is able to participate in a family trip to the grocery store with using his voice output device. He uses some sign language to communicate, but is unable to learn many signs due to a lack of fine motor skills. This voice output device is able to speak hundreds of words for him that he would otherwise be unable to express. Here he makes requests for different foods, and tells his dad when he is ready to go home.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-1-8/,1:06,2010,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 5.4: Perl Using a Switch and Stander [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-4/,"CONNECT Video 5.4: Perl Using a Switch and Stander: The teacher uses two adaptations, a switch device, and a box to help a preschool aged child to participate in a game with another child.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-4/,3:20,2010,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 5.5: Max Using a Walker [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-5/,"CONNECT Video 5.5: Max Using a Walker: A teacher helps preschooler, Max, use a walker to get from the classroom to the playground.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-5/,2:19,2010,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 5.6: Using an Adapted Triangle [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-6/,"CONNECT Video 5.6: Using an Adapted Tricycle: Joshua, a child with Pfeiffer Syndrome, peddles an adapted tricycle alongside his physical therapist. The PT discusses the importance of peer engagement to foster socialization and provide peer modeling. ",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-6/,3:18,2010,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 5.7: Communicating at Breakfast [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-7/,CONNECT Video 5.7: Communicating at Breakfast: An adult uses a child’s communication board to show him how to ask for more cereal at breakfast.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-7/,0:46,2010,6.6,INS4,,
"Interactions, Intervention and Instruction","Accommodations, Modifications and Adaptations",The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 5.9: Dress Up Time [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-9/,CONNECT Video 5.9: Dress Up Time: A preschool aged child uses pictures and symbols to communicate with a teacher about the clothes and toys she wants in the dramatic play area.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-5-9/,1:11,2010,6.6,INS4,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.10: Dialogic reading with Katy [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-10/,CONNECT Video 6.10: Dialogic reading with Katy: A teacher reads to a group of children using dialogic reading practices.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-10/,4:14,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.5: Preparing a book for dialogic reading [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-5/,CONNECT Video 6.5: Preparing a book for dialogic reading: A teacher shows how to prepare a book for dialogic reading using the CROWD prompts and sticky notes.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-5/,1:48,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.6: Demonstration of How to Use CROWD Prompts [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-6/,CONNECT Video 6.6: Demonstration of How to Use CROWD Prompts: A university instructor shows a class how to read a book to a group of children using the CROWD prompts and dialogic reading practices.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-6/,3:06,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.7: Introducing the book Carrot Soup [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-7/,CONNECT Video 6.7: Introducing the book Carrot Soup: A teacher introduces a book to a group of young children using dialogic reading practices.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-7/,2:50,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.8: Reading the Book Carrot Soup [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-8/,CONNECT Video 6.8: Reading the Book Carrot Soup: A teacher reads to a group of young children using dialogic reading practices.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-8/,3:33,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,"The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 6.9: Closing the Book, Carrot Soup [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-9/","CONNECT Video 6.9: Closing the Book, Carrot Soup: After finishing a book, a teacher closes the book with some questions for the children to keep them engaged.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-6-9/,0:55,2010,6.1,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 7.10: Reviewing Classroom Rules [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-10/,CONNECT Video 7.10: Reviewing Classroom Rules: A teacher reviews the classroom rules with the children during whole group time.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-10/,2:27,2010,6.4,INS6,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 7.11: How is Froggy Feeling? [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-11/,CONNECT Video 7.11: How is Froggy Feeling?: A teacher reads a book to a group of children to review different types of emotion to enhance their emotional literacy skills.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-11/,2:47,2010,6.4,INT2,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 7.12: Putting on a Puppet Show [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-12/,"CONNECT Video 7.12: Putting on a Puppet Show: After seeing some children arguing while putting on a puppet show, a teacher helps children use a technique called the Turtle Technique as a way to calm down and think of a better solution.",https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-12/,1:01,2010,6.4,INT2,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 7.13: Finding a Resolution in the Block Area [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-13/,CONNECT Video 7.13: Finding a Resolution in the Block Area: A teacher uses a series of picture cards on the wall to help the children solve their conflict in the block area.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-13/,1:12,2010,6.4,INT2,,
"Interactions, Intervention and Instruction",Everyday Learning Opportunities,The Center to Mobilize Early Childhood Education. (2010). CONNECT Video 7.16: Rolling a Ball Rhyming Activity [Video]. Division for Early Childhood. https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-16/,CONNECT Video 7.16: Rolling a Ball Rhyming Activity: A teacher works with a small group of children to reinforce the concept of words that rhyme using a rolling ball game.,https://connectmodules.dec-sped.org/connect-modules/resources/videos/video-7-16/,1:20,2010,6.3,E1,,
